,Description,Assignment group
6736,password misplace,0
3915,hello team need get outlook crm remfg toolte please reach soon possible good,0
1132,want create serial letter can not open datum source excel list system error please help thank,26
4994,name language browser microsoft internet explorer customer number telephone summary need access erp hana sid,0
5389,source system name rqxl user vefghgarr location usa sms status update field sale yes dsw event log see datum relate event summary vid adwind malware ssl certificate detect inbound occurrence count host connection information hostname foreach rcp enceinjury net port geolocation barcelona esp destination directionality incoming protocol tcp device isensor company com time utc action block vendor eventid cvss score priority version scwx processing sherlock rule sle inspector ontology type agent detail classification none accept passive impact flag vlan mpls label pad sensor src dst sport itype dport icode pro sartlgeo lhqksbdx ttl tos iplen dgmlen seq xefd ack xdaedb win tcplen pcap security ascii packet hex edb xos beb eef assylias inc ssylias assyli dada bdf dea eaeb bda afe aeb bbb bcb def bef aae tltz abca daa deab dca acc cfe cfef cec wand bdc acf eeb cfc sid fcd eed eaf aff aee qko fad cfec bbf ccf cae bba eae ebd fba bfb fff fdb dbe ands abb cac ede bcd ande bfda adc eba lcbq abc ddb cfb dba,12
2103,type outage network circuit power please specify top cert site slo min yes start schedule maintenance company provider maint ticket backup active contact notify phone email remote dial equipment reset verify work vendor global telecom verizon gsc start additional diagnostic,47
6697,server migration germany able access file folder new,0
4917,create delivery note sto plant item available stock system see please check generate quite urgent drum need send apac exposition,42
5634,miss folder outlook,0
3452,name language browser microsoft internet explorer customer number telephone summary software installation,0
2943,job fail scheduler,47
2217,system sid hrp enter user issue uacyltoe hxgayczekurtyar transaction code need work describe userid need validation hxgayczeing please extend account month getting authorize message recreate condition nsu attach result ticket tool ticket provide access,12
2261,account unlock,0
3828,offline since,11
3507,create new ship sell via distributor tool find either ecc see actually exist crm situation datum complete system show error reason transfer could please look,7
1781,type outage network circuit power please specify top cert site yes start schedule maintenance company provider maint ticket backup active contact notify phone email remote dial equipment reset verify work vendor global telecom verizon gsc start additional diagnostic,47
4277,repeat issue past able connect outlook also com add stay available excel file reselect time open,0
1888,paper jam insert printer,25
7976,set ooo another mail box summary need office employee work company long,0
5535,outlook,25
1707,please reset pass word sandop,0
2494,unable open outlook change password,0
7212,meet inivation skype,25
3519,location access database roll information currently need interrupt data entry extract project also stop calculate density number fix limited experience help problem look like path lan contact,4
